URLSimilarityIndex,NoOfExternalRef,LineOfCode,NoOfSelfRef,NoOfImage,NoOfJS,HasSocialNet,NoOfCSS,HasCopyrightInfo,IsHTTPS,LargestLineLength,HasDescription,label
0,0,8,0,0,0,0,0,0,0,41,0,0
1,91,446,83,13,19,1,13,1,1,9381,1,1
0,0,2,0,0,0,0,0,0,0,34,0,0
0,1,9,1,0,0,0,0,0,0,89,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
0,1,157,0,4,1,0,0,0,0,183,0,0
1,9,1000,54,10,6,1,7,0,1,1980,1,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
0,0,2,0,0,0,0,0,0,1,321,0,0
1,199,4038,170,61,24,1,9,1,1,7558,1,1
1,6,610,17,15,17,1,6,1,1,532,1,1
0,4,271,1,19,9,0,3,0,1,19953,0,0
1,106,362,112,14,17,1,8,1,1,1820,0,1
1,52,2544,77,38,6,1,16,1,1,597,1,1
1,328,3138,337,67,93,1,47,1,1,8790,1,1
1,77,174,77,6,1,1,1,1,1,596,1,1
1,109,1083,98,43,25,1,27,1,1,20690,1,1
1,226,2470,274,31,22,1,34,1,1,11467,0,1
0,0,16,0,0,0,0,0,0,0,66,0,0
1,45,1834,138,49,7,1,4,1,1,39472,1,1
1,22,1868,65,20,21,1,9,1,1,240,1,1
1,137,915,15,1,9,0,2,1,1,750,1,1
1,422,2425,407,14,50,1,30,1,1,47615,1,1
1,27,1061,226,3,16,0,5,0,1,7224,0,1
0,3,20,2,0,1,0,1,0,1,130,0,0
1,73,8440,65,15,35,1,27,1,1,9381,0,1
1,168,3596,173,43,26,1,1,1,1,10459,1,1
0,0,3,0,0,0,0,0,0,0,85,0,0
1,1,150,7,7,12,0,2,1,1,636,1,1
0,0,2,0,0,0,0,0,0,0,50,0,0
0,1,97,2,0,0,0,2,0,0,394,0,0
1,61,417,60,11,8,0,8,0,1,9381,1,1
1,31,1324,41,18,21,1,6,0,1,10354,1,1
0,1,13,1,0,0,0,0,0,1,101,0,0
0,1,11,0,0,0,0,0,0,0,86,0,0
0,0,2,0,0,0,0,0,0,0,36,0,0
1,168,1118,143,31,64,1,44,1,1,9381,1,1
1,87,687,0,6,1,1,0,0,1,3650,1,1
1,120,1212,114,29,19,1,22,1,1,8047,0,1
0,0,33,0,1,0,0,0,0,1,544242,0,0
1,86,941,84,28,11,0,13,1,1,9381,0,1
1,88,1264,84,27,14,1,14,1,1,10792,1,1
0,3,314,0,0,0,0,0,0,1,871,0,0
0,1,2,1,0,1,0,0,0,0,2826,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
0,0,17,0,0,0,0,0,0,1,200,0,0
1,17,998,73,40,34,1,17,1,1,3858,0,1
1,80,687,74,20,10,1,4,1,1,1829,1,1
1,90,596,70,38,26,1,17,1,1,5026,1,1
0,24,711,0,1,15,0,1,1,0,320,0,0
1,11,523,6,21,12,1,6,1,1,694,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
0,0,8,0,0,0,0,0,0,0,41,0,0
1,238,2096,233,116,26,1,20,1,1,9381,0,1
0,3,141,0,4,0,0,0,0,1,161,0,0
0,0,2,0,0,0,0,0,0,0,31,0,0
1,34,749,83,11,10,1,5,1,1,3509,0,1
1,43,10267,301,193,36,1,8,1,1,12368,1,1
0,0,2,0,0,0,0,0,0,0,30,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,280,1334,214,203,4,0,9,1,1,9381,1,1
1,27,3811,170,64,27,1,5,1,1,17455,1,1
0,0,2,0,0,0,0,0,0,0,34,0,0
0,0,2,0,0,0,0,0,0,0,37,0,0
1,207,2439,168,49,51,1,48,1,1,26940,1,1
1,58,405,49,13,31,1,9,1,1,2881,1,1
0,0,2,0,0,0,0,0,0,0,33,0,0
1,27,1195,38,6,8,1,3,0,1,3233,0,1
1,67,13129,259,1603,14,1,4,1,1,101469,1,1
1,13,695,103,29,9,1,21,1,1,2969,0,1
0,0,2,0,0,0,0,0,0,0,30,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
1,27,1075,104,33,14,1,13,1,1,345,1,1
1,11,589,6,6,2,1,3,1,1,1320,1,1
1,57,1446,61,19,18,1,13,1,1,8716,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
0,2,16,0,0,0,0,0,0,1,110,0,0
1,112,1460,102,35,5,1,6,0,1,2025,1,1
1,198,1502,7,52,15,1,13,1,1,1139,1,1
0,0,28,0,0,0,0,0,0,0,76,0,0
0,0,20,0,0,0,0,0,0,0,209,0,0
1,66,392,67,54,1,0,1,0,1,4503,1,1
1,4,266,1,2,7,0,7,0,1,243,1,1
1,229,2103,200,37,22,1,2,1,1,14421,0,1
1,37,956,0,188,1,0,1,0,1,1074,1,1
1,9,215,8,4,3,0,0,1,1,1034,0,1
0,1,462,0,6,0,0,1,1,0,2384,0,0
0,0,20,0,0,0,0,0,0,0,209,0,0
1,16,1011,40,14,5,1,7,1,1,1480,1,1
0,1,2,0,1,1,0,1,0,1,12776,0,0
0,1,212,1,1,0,0,0,1,1,4070,0,0
0,1,11,1,0,0,0,0,0,0,77,0,0
0,0,2,0,0,0,0,0,0,0,44,0,0
1,348,2025,343,157,26,1,2,1,1,33899,1,1
0,1,4,1,0,0,0,0,0,1,57,0,0
1,18,653,60,10,6,1,3,1,1,753,1,1
0,4,271,1,19,9,0,3,0,1,20237,0,0
1,13,720,64,20,5,1,2,1,1,607,1,1
1,9,692,73,38,4,1,2,1,1,444,1,1
1,121,833,112,10,28,1,21,0,1,9381,0,1
0,0,22,0,0,0,0,0,0,1,98,0,0
1,10,444,67,15,23,1,22,1,1,335,0,1
0,1,68,0,0,0,0,0,0,1,80,0,0
0,0,88,1,0,0,0,1,0,1,2799,0,0
0,0,2,0,0,0,0,0,0,0,37,0,0
1,65,459,58,18,15,1,14,1,1,9381,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
1,11,389,4,3,4,0,2,0,1,138,1,1
0,3,442,3,2,11,0,2,1,0,2469380,0,0
0,0,2,0,0,0,0,0,0,0,30,0,0
1,11,3788,172,54,22,1,3,1,1,3961,1,1
1,156,606,69,18,22,1,19,0,1,8047,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
0,0,14,0,0,2,0,0,0,0,695,1,0
0,0,48,0,0,0,0,0,0,0,448,0,0
1,130,1095,92,20,26,1,12,1,1,1724,1,1
1,289,6992,269,166,7,1,1,1,1,9116,0,1
1,86,649,0,11,5,1,3,1,1,5887,0,1
1,118,1927,86,21,13,0,3,0,1,15423,0,1
1,227,2478,169,39,68,1,48,1,1,9381,0,1
1,360,8692,335,87,26,1,11,1,1,26296,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,6,16371,6,138,10,1,0,1,1,58092,0,1
0,0,20,0,0,0,0,0,0,0,208,0,0
0,1,97,2,0,0,0,2,0,0,394,0,0
0,0,20,0,0,0,0,0,0,0,212,0,0
1,155,18979,396,313,69,1,21,1,1,65817,0,1
1,35,1203,3,26,5,1,5,0,1,639,0,1
1,167,2436,122,33,14,1,0,1,1,9381,1,1
1,148,867,147,37,18,1,10,1,1,5297,0,1
0,3,287,0,8,2,0,2,1,0,325,1,0
0,0,11,0,0,0,0,0,0,1,115,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
1,318,2370,40,71,12,1,4,1,1,12913,1,1
1,123,1770,92,92,13,1,7,1,1,574,1,1
1,332,2681,303,29,39,1,93,1,1,2840,1,1
1,103,3318,411,245,16,1,0,1,1,46872,1,1
1,29,1479,47,19,13,1,6,1,1,576,1,1
0,2,157,0,3,1,0,0,1,1,6150,0,0
1,12,1603,20,39,25,1,20,0,1,28009,1,1
0,0,8,0,0,0,0,0,0,0,41,0,0
0,0,48,0,0,0,0,0,0,0,138,0,0
0,0,2,0,0,0,0,0,0,0,30,0,0
0,0,2,0,0,0,0,0,0,0,39,0,0
1,31,922,29,13,3,1,1,0,1,384,1,1
0,0,2,0,0,0,0,0,0,0,39,0,0
1,206,2058,136,14,26,1,29,1,1,9381,1,1
1,86,1101,80,48,60,1,32,1,1,10715,0,1
0,1,70,1,2,7,0,1,0,1,118554,0,0
0,0,15,0,0,0,0,0,0,1,155,0,0
0,1,114,0,2,0,0,0,1,1,609,0,0
0,0,8,0,0,0,0,0,0,0,41,0,0
0,1,393,0,3,1,0,0,0,0,408,0,0
1,78,1248,69,20,34,1,25,1,1,7968,1,1
1,15,995,78,24,4,1,4,1,1,21257,1,1
1,15,2698,411,89,16,1,9,1,1,874,1,1
1,10,418,1,19,11,1,2,1,1,340,1,1
1,115,2438,103,52,18,1,9,1,1,3896,1,1
1,23,2666,184,32,12,1,8,1,1,32010,1,1
0,11,201,0,3,0,1,2,0,0,215,1,0
1,78,849,75,15,20,1,6,1,1,8047,0,1
0,1,16,0,0,0,0,0,0,0,286,0,0
1,11,371,10,3,10,0,4,1,1,5785,1,1
1,147,2351,123,38,43,1,23,1,1,4585,0,1
1,118,938,110,19,23,1,5,0,1,2726,0,1
1,33,969,162,20,13,1,5,1,1,684,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,3,0,0,0,0,0,0,0,261,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
1,355,2113,286,30,25,1,18,1,1,17108,1,1
1,68,4365,676,212,23,1,6,1,1,12532,1,1
0,1,13,0,0,0,0,0,0,1,109,0,0
1,101,893,105,11,53,0,70,1,1,9381,0,1
1,49,1151,163,22,26,1,3,1,1,17087,1,1
1,154,2703,123,27,49,1,24,1,1,22935,0,1
0,0,9,0,0,0,0,0,0,0,50,0,0
0,3,25,0,0,1,0,1,1,0,123487,0,0
1,72,331,3,4,1,0,4,1,1,758,0,1
1,114,6180,113,43,28,0,24,1,1,14340,0,1
0,0,65,0,14,0,0,0,0,1,220,0,0
1,21,1080,32,24,14,1,4,0,1,4435,1,1
1,163,4250,286,46,6,0,3,1,1,2571,1,1
0,0,735,0,6,6,0,5,0,1,2590,0,0
0,0,9,0,0,0,0,0,0,0,63,0,0
0,0,2,0,0,0,0,0,0,1,77,0,0
1,29,1757,100,121,11,1,2,0,1,1315,1,1
1,191,1564,0,43,54,1,21,1,1,8047,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,26,887,30,22,9,0,2,1,1,1846,1,1
1,40,1308,13,18,18,1,1,1,1,3251,0,1
0,1,22,2,1,3,0,1,0,1,2950,0,0
1,98,621,89,13,28,1,22,1,1,9614,1,1
1,752,4657,802,162,60,1,53,1,1,43323,1,1
0,0,124,0,0,0,0,0,0,1,111,0,0
0,0,2,0,0,0,0,0,0,0,29,0,0
1,51,263,36,10,4,0,8,1,1,487,1,1
1,0,190,27,32,4,0,3,0,1,236,1,1
1,17,2385,132,13,7,1,3,1,1,1637,1,1
1,278,8103,259,38,38,1,24,1,1,14409,1,1
1,4,643,37,22,6,1,1,0,1,671,1,1
0,0,484,0,2,1,0,2,1,1,309,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,53,4952,302,14,46,1,18,1,1,105230,1,1
0,1,2,0,0,0,0,0,0,1,72,0,0
1,172,15642,133,40,9,1,2,1,1,129237,1,1
0,1,13,1,0,0,0,0,0,1,115,0,0
0,0,9,0,0,0,0,0,0,1,103,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
0,4,230,0,7,1,0,2,0,1,367,0,0
1,6,322,0,3,2,1,1,1,1,288,1,1
0,0,2,0,0,0,0,0,0,1,53,0,0
1,21,585,56,24,30,1,6,1,1,7469,1,1
0,0,273,0,3,1,0,0,1,1,316,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,2,0,0,0,0,0,0,1,289,0,0
1,389,2813,386,8,5,1,0,1,1,1017,0,1
0,0,9,0,0,0,0,0,0,0,44,0,0
1,27,6706,163,1319,17,0,3,1,1,10287,1,1
1,16,2976,116,314,19,1,2,1,1,16812,1,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
0,0,2,0,0,0,0,0,0,0,37,0,0
1,1,132,21,0,3,0,3,1,1,249,1,1
0,0,32,0,2,0,0,0,0,0,315,0,0
0,0,2,0,0,0,0,0,0,0,47,0,0
1,0,855,20,26,17,1,3,1,1,367,0,1
1,6,1680,78,31,13,0,10,0,1,3004,0,1
1,77,760,55,16,9,1,7,1,1,9381,1,1
1,180,8784,177,66,18,1,12,1,1,36670,1,1
0,0,16,0,0,0,0,0,0,0,200,0,0
0,0,2,0,0,0,0,0,0,1,36,0,0
0,1,2,0,1,1,0,1,0,0,843,0,0
0,0,4,0,0,0,0,0,0,0,135,0,0
0,2,90,2,0,0,0,2,0,1,394,0,0
1,96,223,92,41,6,1,2,1,1,6657,1,1
1,22,361,16,10,15,1,6,1,1,1330,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
1,1,161,23,13,10,1,2,0,1,2577,1,1
1,10,8048,203,220,29,1,4,1,1,3963,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
0,1,68,0,0,0,0,0,0,1,80,0,0
1,59,882,59,18,3,1,4,1,1,8233,1,1
0,0,2,0,0,0,0,0,0,0,75,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,119,1872,104,19,6,1,4,1,1,3790,1,1
0,1,64,3,0,8,0,2,0,0,151,1,0
1,20,351,27,48,6,0,8,1,1,5920,1,1
1,112,5612,725,205,11,0,1,1,1,612,1,1
1,16,592,41,12,4,1,2,1,1,2974,0,1
1,26,770,93,16,28,1,18,1,1,2966,1,1
0,0,26,0,0,0,0,0,0,1,176,0,0
1,41,2400,154,18,25,1,14,1,1,1079,1,1
1,293,1100,241,62,8,1,3,1,1,4599,0,1
0,0,3,0,0,0,0,0,0,0,45,0,0
0,8,662,0,0,2,0,0,0,1,1005,0,0
0,0,2,0,0,0,0,0,0,0,36,0,0
1,31,1131,87,52,7,1,4,1,1,207,0,1
0,1,95,2,0,0,0,2,0,1,394,0,0
0,0,9,0,0,0,0,0,0,0,37,0,0
1,143,2086,141,47,36,1,27,1,1,19608,1,1
0,0,2,0,0,0,0,0,0,0,37,0,0
0,0,15,0,0,0,0,0,0,1,129,0,0
0,0,2,0,0,0,0,0,0,0,29,0,0
1,23,1474,106,25,9,1,5,1,1,1511,1,1
0,1,13,1,0,0,0,0,0,1,125,0,0
1,28,7490,137,109,29,1,2,1,1,8670,1,1
0,4,271,1,19,9,0,3,0,1,20077,0,0
0,0,2,0,0,0,0,0,0,0,28,0,0
0,2,207,1,0,1,0,1,1,0,182486,0,0
1,13,2397,15,10,7,1,4,1,1,693,1,1
0,0,20,0,0,0,0,0,0,0,209,0,0
1,28,1965,44,17,14,1,2,0,1,17316,1,1
0,0,8,0,0,0,0,0,0,1,103,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
1,39,419,18,21,7,1,2,1,1,733,1,1
1,11,258,38,24,4,1,7,1,1,647,1,1
1,63,545,59,14,100,1,21,1,1,12062,0,1
0,0,8,0,0,0,0,0,0,0,41,0,0
1,40,587,43,15,12,0,3,1,1,1323,1,1
1,834,2969,627,15,17,1,23,0,1,1912,1,1
0,3,69,0,0,2,0,0,0,0,322,0,0
1,386,1376,357,60,13,1,9,0,1,1944,0,1
0,0,88,1,0,0,0,1,0,1,3439,0,0
1,10,1344,80,100,18,1,7,1,1,3987,1,1
1,97,2987,474,76,14,1,4,0,1,650,1,1
1,172,1187,114,33,14,1,19,1,1,9458,0,1
1,81,1336,3,81,4,0,1,1,1,230,1,1
0,1,5,0,0,0,0,0,0,1,93,0,0
1,10,2252,169,45,3,1,5,0,1,2135,1,1
0,0,2,0,0,0,0,0,0,0,564,0,0
1,60,1029,114,59,26,1,20,1,1,9381,1,1
1,26,3432,106,78,7,1,3,1,1,8139,1,1
1,135,1431,110,42,12,1,2,1,1,1928,1,1
0,1,9,1,0,0,0,0,0,0,78,0,0
0,0,9,0,0,0,0,0,0,0,62,0,0
1,33,254,21,10,6,0,4,1,1,1902,0,1
1,25,6995,162,289,19,1,2,0,1,6275,1,1
0,1,14,0,0,1,0,0,0,0,221,0,0
1,8,644,52,11,5,1,2,0,1,1415,0,1
1,169,1087,150,76,21,1,18,1,1,8938,1,1
1,95,1126,93,15,21,1,10,1,1,1399,1,1
1,126,1397,135,55,6,1,1,1,1,1349,1,1
0,1,6,0,1,1,0,1,1,1,289802,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,13,1480,126,53,15,0,15,1,1,1697,1,1
1,101,1518,134,59,17,1,10,1,1,721,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
1,257,3428,193,141,8,1,10,1,1,12869,0,1
1,102,2585,115,47,24,1,6,1,1,16624,1,1
1,11,1211,73,41,30,1,16,1,1,20281,1,1
1,258,1630,251,77,27,1,2,0,1,34327,1,1
0,2,32,0,0,1,0,0,0,1,121,0,0
0,2,520,1,13,0,0,1,0,1,951,0,0
1,11,1299,10,5,3,0,12,1,1,783,1,1
1,60,2120,48,27,5,1,1,1,1,8047,1,1
1,78,811,151,51,16,1,14,1,1,9381,1,1
0,1,23,0,0,0,0,0,0,0,80,0,0
0,0,2,0,0,0,0,0,0,0,34,0,0
1,85,1101,61,5,16,1,8,1,1,9381,1,1
0,0,9,0,0,0,0,0,0,0,42,0,0
1,18,542,54,17,16,1,3,0,1,352,1,1
0,0,11,0,0,0,0,0,0,1,119,0,0
1,15,2705,42,1,22,1,31,1,1,1678,1,1
1,26,1237,112,14,9,1,2,1,1,676,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,75,796,61,12,8,1,4,1,1,5000,1,1
0,1,104,1,0,0,0,1,0,1,2052,0,0
1,25,1373,64,10,18,1,7,1,1,2134,1,1
0,1,9,1,0,0,0,0,0,0,80,0,0
0,0,2,0,0,0,0,0,0,0,30,0,0
0,1,2,0,0,1,0,1,0,0,5034,0,0
1,54,9014,398,137,15,1,2,1,1,21457,1,1
1,3,1434,28,14,11,0,1,0,1,9902,1,1
0,1,64,3,0,8,0,2,0,1,151,1,0
1,8,680,0,5,0,1,0,1,1,1002,1,1
0,9,374,0,3,2,0,4,0,1,224,0,0
0,0,2,0,0,0,0,0,0,1,82,0,0
0,0,28,2,0,0,0,1,0,1,88,0,0
1,61,298,56,9,2,0,3,1,1,9381,0,1
0,0,2,0,0,0,0,0,0,0,38,0,0
0,0,8,0,0,0,0,0,0,1,41,0,0
0,1,10,4,0,1,0,1,0,0,400,0,0
0,0,20,0,0,0,0,0,0,0,211,0,0
1,142,960,94,30,9,1,3,1,1,2859,0,1
0,0,7,0,0,0,0,0,0,1,149,0,0
1,352,4371,327,92,28,1,11,1,1,44366,1,1
0,2,16,0,0,0,0,0,0,1,110,0,0
0,0,3,0,0,0,0,0,0,0,80,0,0
1,36,455,54,11,9,1,7,1,1,5544,0,1
0,0,11,0,0,0,0,0,0,1,85,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
1,32,1743,141,8,14,1,5,1,1,1113,1,1
1,312,1730,316,60,18,1,7,1,1,1820,1,1
0,1,13,0,0,0,0,0,0,1,101,0,0
0,37,430,0,1,1,0,1,0,0,2294,0,0
0,1,91,0,0,11,0,0,0,1,176,0,0
1,14,208,2,1,2,0,0,1,1,752,0,1
1,21,1277,0,11,20,0,25,0,1,792,0,1
0,0,9,0,0,0,0,0,0,0,38,0,0
1,1,9,1,0,0,0,0,0,0,78,0,0
1,7,103,2,6,1,1,1,0,1,782,1,1
0,0,30,2,1,0,0,2,0,1,115,0,0
0,0,2,0,0,0,0,0,0,0,59,0,0
0,1,95,2,0,0,0,2,0,1,394,0,0
1,79,10814,278,57,11,0,8,1,1,1682,1,1
1,224,2227,198,57,3,1,10,1,1,377,0,1
1,72,678,64,14,13,1,6,1,1,1255,1,1
1,94,965,97,44,8,1,6,1,1,8047,0,1
1,17,498,7,26,5,0,0,1,1,6731,0,1
0,1,3,0,0,1,0,0,0,1,463,0,0
1,23,614,68,8,16,1,17,1,1,1704,0,1
0,0,8,0,0,0,0,0,0,0,41,0,0
0,1,9,0,0,0,0,0,0,0,228,0,0
0,0,35,0,0,1,0,0,0,1,126,0,0
0,0,2,0,0,0,0,0,0,0,37,0,0
1,3,1380,16,20,1,1,47,1,1,1062,0,1
1,418,4016,414,90,56,1,63,1,1,9381,1,1
1,45,495,33,3,7,1,6,1,1,9381,1,1
1,5,568,5,19,9,1,5,1,1,1242,1,1
1,7,3477,50,14,14,1,2,1,1,14513,1,1
0,0,12,0,0,0,0,0,0,0,113,0,0
1,28,1220,40,9,14,0,18,1,1,6015,0,1
1,2,198,19,4,3,0,2,0,1,473,1,1
0,0,2,1,0,1,0,1,0,1,2278,0,0
1,28,798,181,41,25,1,5,1,1,829,1,1
1,5,217,32,6,7,1,5,1,1,723,1,1
0,0,2,0,0,0,0,0,0,0,78,0,0
0,0,30,2,1,0,0,2,0,1,115,0,0
1,23,15317,261,341,23,1,27,1,1,617,1,1
1,5,790,0,8,10,0,5,1,1,444,1,1
1,133,1616,128,24,42,1,20,1,1,5650,1,1
0,0,2,0,0,0,0,0,0,0,53,0,0
0,1,4,0,1,1,0,1,0,1,52802,0,0
0,0,9,0,0,0,0,0,0,1,97,0,0
1,60,2738,66,78,14,1,5,1,1,1293,1,1
1,16,815,6,12,15,1,4,1,1,494,1,1
1,16,953,17,11,20,1,5,1,1,5157,1,1
0,0,9,0,0,0,0,0,0,1,118,0,0
1,75,413,70,5,21,1,12,1,1,9381,1,1
1,216,9952,205,54,17,1,12,1,1,42126,1,1
1,51,1298,110,42,24,1,24,1,1,9664,1,1
1,9,456,5,7,5,0,3,1,1,641,1,1
0,0,2,0,0,0,0,0,0,0,30,0,0
0,1,68,0,0,0,0,0,0,1,80,0,0
1,42,2796,332,66,26,1,21,1,1,2514,1,1
1,737,2535,718,70,27,1,5,1,1,46005,1,1
0,0,15,0,0,0,0,0,0,0,155,0,0
1,133,2496,258,38,39,1,26,1,1,9381,1,1
1,10,634,111,16,10,0,2,1,1,1788,1,1
1,150,1925,138,6,5,0,6,1,1,9381,0,1
1,173,2145,171,59,69,0,29,1,1,8364,0,1
0,0,2,0,0,0,0,0,0,0,32,0,0
0,5,125,2,1,0,0,0,1,1,52875,1,0
1,6,2736,62,2,17,1,37,1,1,1381,1,1
1,787,4004,765,71,18,0,5,1,1,3597,0,1
1,33,1782,61,48,12,1,4,0,1,11618,1,1
1,7,795,42,7,25,0,12,1,1,9333,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
1,50,2068,269,68,6,1,8,0,1,851,0,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,86,1742,118,43,14,1,2,1,1,583,1,1
1,84,2920,82,24,14,1,3,1,1,2328,1,1
0,0,3,0,0,0,0,0,0,0,38,0,0
1,14,10596,29,14,3,0,3,1,1,196746,0,1
1,20,53055,131,249,22,1,8,1,1,18384,1,1
1,69,618,62,26,17,0,11,1,1,9381,0,1
0,3,46,3,1,1,0,0,1,1,26591,0,0
1,43,726,39,17,34,1,20,1,1,6212,1,1
0,0,8,0,0,0,0,0,0,0,41,0,0
1,56,900,49,28,6,1,2,0,1,254,0,1
1,35,408,30,23,6,0,2,1,1,8049,1,1
0,0,10,0,0,0,0,0,0,0,55,0,0
1,174,1242,170,24,22,1,11,1,1,9381,1,1
1,256,1955,253,37,30,1,10,1,1,12740,1,1
1,38,1282,156,58,18,1,10,0,1,824,1,1
1,79,1903,118,96,15,1,3,1,1,2676,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
1,8,1692,84,7,15,0,11,0,1,1639,1,1
0,0,9,0,0,0,0,0,0,1,107,0,0
1,63,347,60,44,8,1,11,1,1,1835,0,1
0,0,16,0,0,0,0,0,0,0,93,0,0
0,3,346,0,5,10,0,2,0,1,230,0,0
1,202,2035,0,33,15,1,44,1,1,5767,1,1
1,3,295,21,0,1,0,2,1,1,1789,1,1
1,75,1350,133,19,18,1,9,1,1,2643,0,1
0,1,2,1,1,1,0,1,0,1,2758,0,0
0,0,12,0,0,0,0,0,0,0,113,0,0
0,0,2,0,0,0,0,0,0,0,34,0,0
1,9,1024,64,5,13,1,2,0,1,14362,1,1
0,0,2,0,0,0,0,0,0,0,36,0,0
0,3,28,2,2,0,0,1,0,0,290,1,0
1,13,406,84,11,6,0,5,1,1,632,0,1
1,610,2904,601,171,13,1,2,1,1,8047,1,1
1,3,313,30,12,8,0,2,1,1,227,1,1
0,0,2,0,0,0,0,0,0,0,61,0,0
1,12,8674,12,24,10,0,2,1,1,295,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
1,2,712,29,17,7,1,5,1,1,1132,1,1
1,334,1554,323,96,33,1,12,1,1,1242,1,1
0,1,86,67,0,63,0,4,0,0,266643,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,4,1,0,0,0,0,0,1,86,0,0
1,10,2906,41,21,6,1,5,1,1,1801,1,1
1,11,2413,78,33,13,1,15,1,1,5217,0,1
0,3,314,0,0,0,0,0,0,1,871,0,0
0,0,50,0,0,0,0,0,0,0,106,0,0
0,0,2,0,0,0,0,0,0,0,36,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,11,447,1,25,7,0,10,1,1,367,0,1
1,178,2635,143,34,40,1,28,1,1,21158,1,1
1,48,257,49,13,9,1,5,1,1,6107,1,1
1,40,3519,1011,22,29,1,16,1,1,619,1,1
0,0,2,0,0,0,0,0,0,0,33,0,0
0,0,2,0,0,0,0,0,0,1,101,0,0
1,277,1682,269,102,18,1,16,1,1,1746,0,1
1,7,383,0,11,7,1,3,1,1,526,1,1
1,278,2308,245,31,47,1,66,1,1,12105,0,1
1,5,3109,7,13,12,1,2,1,1,25050,0,1
1,389,4480,391,109,90,1,9,1,1,21919,1,1
0,2,652,0,9,5,0,2,1,1,356,0,0
0,1,9,0,0,0,0,0,0,1,105,0,0
1,68,760,60,31,29,1,16,1,1,1962,0,1
1,264,1875,199,106,13,1,8,1,1,44572,1,1
1,136,1086,120,45,15,1,9,1,1,14077,1,1
0,1,4,1,0,0,0,0,0,0,64,0,0
1,40,1237,143,44,18,1,15,1,1,1590,1,1
1,9,1323,33,23,6,1,2,1,1,11645,1,1
0,7,408,0,4,2,0,5,1,0,380,0,0
1,263,2828,238,75,35,1,16,1,1,8047,1,1
1,25,403,1,4,8,0,5,1,1,1688,1,1
0,3,92,4,0,0,0,2,0,1,394,0,0
1,13,574,0,13,6,1,5,1,1,374,1,1
1,64,1073,50,16,4,1,7,1,1,933,0,1
1,125,1365,11,101,150,0,3,1,1,836,1,1
1,28,403,79,7,16,1,5,1,1,305,1,1
0,0,2,0,0,0,0,0,0,0,29,0,0
1,132,2416,125,33,5,1,2,1,1,9381,1,1
0,0,31,0,0,0,0,0,0,0,122,0,0
0,1,16,0,0,0,0,0,0,1,286,0,0
1,0,31,0,0,0,0,0,0,0,115,0,0
0,1,179,0,1,0,0,4,1,1,2563,0,0
1,23,1681,140,22,12,1,2,1,1,2969,1,1
1,84,960,189,55,39,1,17,1,1,12224,0,1
0,0,2,0,0,0,0,0,0,0,72,0,0
0,0,14,0,0,2,0,0,0,0,1020,1,0
1,268,3984,22,106,17,0,26,0,1,516,1,1
0,0,13,0,0,0,0,0,0,1,93,0,0
0,0,2,0,0,0,0,0,0,0,31,0,0
1,667,8557,667,327,3,0,1,0,1,16205,0,1
0,0,88,1,0,0,0,1,0,1,3396,0,0
0,1,64,3,0,8,0,2,0,1,151,1,0
0,0,2,0,0,0,0,0,0,0,27,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,1,2,0,0,0,0,0,0,0,86,0,0
1,119,1129,87,23,13,1,8,1,1,9490,1,1
1,52,474,40,5,9,1,6,1,1,186,1,1
